word_dropout_rate,remaining_word_fraction,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,macro_f1_drop_mean,neutral_prediction_fraction_mean
0.0,1.0,0.47203065134099614,0.0,0.36919172434110326,0.0,0.5102019660263688,0.0,0.0,0.3099616858237548
0.1,0.9,0.46881226053639846,0.00273080914654489,0.35867910256930047,0.00265552640017176,0.5043098563955553,0.002839809555653603,0.010512621771802755,0.3377777777777778
0.3,0.7,0.4685057471264368,0.004479646560326121,0.33929866882660964,0.0038367791021831354,0.4933270967959415,0.003864342893267503,0.029893055514493626,0.40360153256704984
0.5,0.5,0.46996168582375475,0.002912885487930763,0.31147797837416985,0.002576550091414989,0.4790030215841322,0.0024030504106186926,0.057713745966933405,0.4857471264367816
0.7,0.30000000000000004,0.4772413793103448,0.0027442152612214446,0.2835192569843675,0.002651079835474366,0.46055113217359195,0.0031005122750829353,0.08567246735673581,0.5856704980842913
1.0,0.0,0.4812260536398467,0.0,0.0928238858916562,0.0,0.3126849060381001,0.0,0.27636783844944707,1.0
