word_dropout_rate,remaining_word_fraction,accuracy,macro_f1,weighted_f1,accuracy_drop,macro_f1_drop,weighted_f1_drop
0.0,1.0,0.47203065134099614,0.36919172434110326,0.5102019660263688,0.0,0.0,0.0
0.1,0.9,0.47011494252873565,0.35617254984124835,0.5050295034037774,0.001915708812260497,0.013019174499854902,0.005172462622591412
0.3,0.7,0.4754789272030651,0.3445562953167864,0.49845357880446944,-0.0034482758620689724,0.02463542902431687,0.011748387221899359
0.5,0.5,0.47126436781609193,0.31029261893769305,0.47910821387164165,0.0007662835249042099,0.0588991054034102,0.03109375215472715
0.7,0.30000000000000004,0.47701149425287354,0.2814316941972007,0.45867726872772646,-0.004980842911877392,0.08776003014390255,0.05152469729864234
1.0,0.0,0.4812260536398467,0.0928238858916562,0.3126849060381001,-0.009195402298850575,0.27636783844944707,0.19751705998826868
